ZICDFULLID,ICD_GROUP,ICD_GROUP_DESC,ZICD3CHARID,ICD3CHAR_DESC,SHORTDESC
O46,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O46,"Antepartum haemorrhage, not elsewhere classified","Antepartum haemorrhage, not elsewhere classified"
O460,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O46,"Antepartum haemorrhage, not elsewhere classified",Antepartum haemorrhage with coagulation defect
O468,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O46,"Antepartum haemorrhage, not elsewhere classified",Other antepartum haemorrhage
O469,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O46,"Antepartum haemorrhage, not elsewhere classified","Antepartum haemorrhage, unspecified"
O47,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O47,False labour,False labour
O470,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O47,False labour,False labour before 37 completed weeks of gestation
O471,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O47,False labour,False labour at or after 37 completed weeks of gestation
O479,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O47,False labour,"False labour, unspecified"
O48,O30-O48,"Maternal care related to the foetus and amniotic cavity and possible delivery problems
",O48,Prolonged pregnancy,Prolonged pregnancy
O60,O60-O75,"Complications of labour and delivery
",O60,Preterm delivery,Preterm delivery
O61,O60-O75,"Complications of labour and delivery
",O61,Failed induction of labour,Failed induction of labour
O610,O60-O75,"Complications of labour and delivery
",O61,Failed induction of labour,Failed medical induction of labour
O611,O60-O75,"Complications of labour and delivery
",O61,Failed induction of labour,Failed instrumental induction of labour
O618,O60-O75,"Complications of labour and delivery
",O61,Failed induction of labour,Other failed induction of labour
O619,O60-O75,"Complications of labour and delivery
",O61,Failed induction of labour,"Failed induction of labour, unspecified"
O62,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Abnormalities of forces of labour
O620,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Primary inadequate contractions
O621,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Secondary uterine inertia
O622,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Other uterine inertia
O623,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Precipitate labour
O624,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,"Hypertonic, incoördinate and prolonged uterine contractions"
O628,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,Other abnormalities of forces of labour
O629,O60-O75,"Complications of labour and delivery
",O62,Abnormalities of forces of labour,"Abnormality of forces of labour, unspecified"
O63,O60-O75,"Complications of labour and delivery
",O63,Long labour,Long labour
O630,O60-O75,"Complications of labour and delivery
",O63,Long labour,Prolonged first stage (of labour)
O631,O60-O75,"Complications of labour and delivery
",O63,Long labour,Prolonged second stage (of labour)
O632,O60-O75,"Complications of labour and delivery
",O63,Long labour,"Delayed delivery of second twin, triplet, etc."
O639,O60-O75,"Complications of labour and delivery
",O63,Long labour,"Long labour, unspecified"
O64,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to malposition and malpresentation of foetus
O640,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to incomplete rotation of foetal head
O641,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to breech presentation
O642,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to face presentation
O643,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to brow presentation
O644,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to shoulder presentation
O645,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to compound presentation
O648,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,Obstructed labour due to other malposition and malpresentation
O649,O60-O75,"Complications of labour and delivery
",O64,Obstructed labour due to malposition and malpresentation of foetus,"Obstructed labour due to malposition and malpresentation, unspecified"
O65,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to maternal pelvic abnormality
O650,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to deformed pelvis
O651,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to generally contracted pelvis
O652,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to pelvic inlet contraction
O653,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to pelvic outlet and midcavity contraction
O654,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,"Obstructed labour due to foetopelvic disproportion, unspecified"
O655,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to abnormality of maternal pelvic organs
O658,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,Obstructed labour due to other maternal pelvic abnormalities
O659,O60-O75,"Complications of labour and delivery
",O65,Obstructed labour due to maternal pelvic abnormality,"Obstructed labour due to maternal pelvic abnormality, unspecified"
O66,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Other obstructed labour
O660,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Obstructed labour due to shoulder dystocia
O661,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Obstructed labour due to locked twins
O662,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Obstructed labour due to unusually large foetus
O663,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Obstructed labour due to other abnormalities of foetus
O664,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,"Failed trial of labour, unspecified"
O665,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,"Failed application of vacuum extractor and forceps, unspecified"
O668,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,Other specified obstructed labour
O669,O60-O75,"Complications of labour and delivery
",O66,Other obstructed labour,"Obstructed labour, unspecified"
O67,O60-O75,"Complications of labour and delivery
",O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
O670,O60-O75,"Complications of labour and delivery
",O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Intrapartum haemorrhage with coagulation defect
O678,O60-O75,"Complications of labour and delivery
",O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Other intrapartum haemorrhage
O679,O60-O75,"Complications of labour and delivery
",O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified","Intrapartum haemorrhage, unspecified"
O68,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by foetal stress [distress]
O680,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by foetal heart rate anomaly
O681,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by meconium in amniotic fluid
O682,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by foetal heart rate anomaly with meconium in amniotic fluid
O683,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by biochemical evidence of foetal stress
O688,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],Labour and delivery complicated by other evidence of foetal stress
O689,O60-O75,"Complications of labour and delivery
",O68,Labour and delivery complicated by foetal stress [distress],"Labour and delivery complicated by foetal stress, unspecified"
O69,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by umbilical cord complications
O690,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by prolapse of cord
O691,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,"Labour and delivery complicated by cord around neck, with compression"
O692,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by other cord entanglement
O693,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by short cord
O694,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by vasa praevia
O695,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by vascular lesion of cord
O698,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,Labour and delivery complicated by other cord complications
O699,O60-O75,"Complications of labour and delivery
",O69,Labour and delivery complicated by umbilical cord complications,"Labour and delivery complicated by cord complication, unspecified"
O70,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,Perineal laceration during delivery
O700,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,First degree perineal laceration during delivery
O701,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,Second degree perineal laceration during delivery
O702,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,Third degree perineal laceration during delivery
O703,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,Fourth degree perineal laceration during delivery
O709,O60-O75,"Complications of labour and delivery
",O70,Perineal laceration during delivery,"Perineal laceration during delivery, unspecified"
O71,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Other obstetric trauma
O710,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Rupture of uterus before onset of labour
O711,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Rupture of uterus during labour
O712,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Postpartum inversion of uterus
O713,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Obstetric laceration of cervix
O714,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Obstetric high vaginal laceration alone
O715,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Other obstetric injury to pelvic organs
O716,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Obstetric damage to pelvic joints and ligaments
O717,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Obstetric haematoma of pelvis
O718,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,Other specified obstetric trauma
O719,O60-O75,"Complications of labour and delivery
",O71,Other obstetric trauma,"Obstetric trauma, unspecified"
O72,O60-O75,"Complications of labour and delivery
",O72,Postpartum haemorrhage,Postpartum haemorrhage
O720,O60-O75,"Complications of labour and delivery
",O72,Postpartum haemorrhage,Third-stage haemorrhage
O721,O60-O75,"Complications of labour and delivery
",O72,Postpartum haemorrhage,Other immediate postpartum haemorrhage
O722,O60-O75,"Complications of labour and delivery
",O72,Postpartum haemorrhage,Delayed and secondary postpartum haemorrhage
O723,O60-O75,"Complications of labour and delivery
",O72,Postpartum haemorrhage,Postpartum coagulation defects
O73,O60-O75,"Complications of labour and delivery
",O73,"Retained placenta and membranes, without haemorrhage","Retained placenta and membranes, without haemorrhage"
O730,O60-O75,"Complications of labour and delivery
",O73,"Retained placenta and membranes, without haemorrhage","Retained placenta, without haemorrhage"
O731,O60-O75,"Complications of labour and delivery
",O73,"Retained placenta and membranes, without haemorrhage","Retained portions of placenta and membranes, without haemorrhage"
O74,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Complications of anaesthesia during labour and delivery
O740,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Aspiration pneumonitis due to anaesthesia during labour and delivery
O741,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Other pulmonary complications of anaesthesia during labour and delivery
O742,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Cardiac complications of anaesthesia during labour and delivery
O743,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Central nervous system complications of anaesthesia during labour and delivery
O744,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Toxic reaction to local anaesthesia during labour and delivery
O745,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Spinal and epidural anaesthesia-induced headache during labour and delivery
O746,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Other complications of spinal and epidural anaesthesia during labour and delivery
O747,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Failed or difficult intubation during labour and delivery
O748,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,Other complications of anaesthesia during labour and delivery
O749,O60-O75,"Complications of labour and delivery
",O74,Complications of anaesthesia during labour and delivery,"Complication of anaesthesia during labour and delivery, unspecified"
O75,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified","Other complications of labour and delivery, not elsewhere classified"
O750,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Maternal distress during labour and delivery
O751,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Shock during or following labour and delivery
O752,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified","Pyrexia during labour, not elsewhere classified"
O753,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Other infection during labour
O754,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Other complications of obstetric surgery and procedures
O755,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Delayed delivery after artificial rupture of membranes
O756,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Delayed delivery after spontaneous or unspecified rupture of membranes
O757,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Vaginal delivery following previous Caesarean section
O758,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified",Other specified complications of labour and delivery
O759,O60-O75,"Complications of labour and delivery
",O75,"Other complications of labour and delivery, not elsewhere classified","Complication of labour and delivery, unspecified"
O80,O80-O84,"Delivery
",O80,Single spontaneous delivery,Single spontaneous delivery
O800,O80-O84,"Delivery
",O80,Single spontaneous delivery,Spontaneous vertex delivery
O801,O80-O84,"Delivery
",O80,Single spontaneous delivery,Spontaneous breech delivery
O808,O80-O84,"Delivery
",O80,Single spontaneous delivery,Other single spontaneous delivery
O809,O80-O84,"Delivery
",O80,Single spontaneous delivery,"Single spontaneous delivery, unspecified"
O81,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Single delivery by forceps and vacuum extractor
O810,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Low forceps delivery
O811,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Mid-cavity forceps delivery
O812,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Mid-cavity forceps with rotation
O813,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Other and unspecified forceps delivery
O814,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Vacuum extractor delivery
O815,O80-O84,"Delivery
",O81,Single delivery by forceps and vacuum extractor,Delivery by combination of forceps and vacuum extractor
O82,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,Single delivery by Caesarean section
O820,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,Delivery by elective Caesarean section
O821,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,Delivery by emergency Caesarean section
O822,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,Delivery by Caesarean hysterectomy
O828,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,Other single delivery by Caesarean section
O829,O80-O84,"Delivery
",O82,Single delivery by Caesarean section,"Delivery by Caesarean section, unspecified"
O83,O80-O84,"Delivery
",O83,Other assisted single delivery,Other assisted single delivery
O830,O80-O84,"Delivery
",O83,Other assisted single delivery,Breech extraction
O831,O80-O84,"Delivery
",O83,Other assisted single delivery,Other assisted breech delivery
O832,O80-O84,"Delivery
",O83,Other assisted single delivery,Other manipulation-assisted delivery
O833,O80-O84,"Delivery
",O83,Other assisted single delivery,Delivery of viable foetus in abdominal pregnancy
O834,O80-O84,"Delivery
",O83,Other assisted single delivery,Destructive operation for delivery
O838,O80-O84,"Delivery
",O83,Other assisted single delivery,Other specified assisted single delivery
O839,O80-O84,"Delivery
",O83,Other assisted single delivery,"Assisted single delivery, unspecified"
O84,O80-O84,"Delivery
",O84,Multiple delivery,Multiple delivery
O840,O80-O84,"Delivery
",O84,Multiple delivery,"Multiple delivery, all spontaneous"
O841,O80-O84,"Delivery
",O84,Multiple delivery,"Multiple delivery, all by forceps and vacuum extractor"
O842,O80-O84,"Delivery
",O84,Multiple delivery,"Multiple delivery, all by Caesarean section"
O848,O80-O84,"Delivery
",O84,Multiple delivery,Other multiple delivery
O849,O80-O84,"Delivery
",O84,Multiple delivery,"Multiple delivery, unspecified"
O85,O85-O92,"Complications predominantly related to the puerperium
",O85,Puerperal sepsis,Puerperal sepsis
O86,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Other puerperal infections
O860,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Infection of obstetric surgical wound
O861,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Other infection of genital tract following delivery
O862,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Urinary tract infection following delivery
O863,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Other genito-urinary tract infections following delivery
O864,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Pyrexia of unknown origin following delivery
O868,O85-O92,"Complications predominantly related to the puerperium
",O86,Other puerperal infections,Other specified puerperal infections
O87,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Venous complications in the puerperium
O870,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Superficial thrombophlebitis in the puerperium
O871,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Deep phlebothrombosis in the puerperium
O872,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Haemorrhoids in the puerperium
O873,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Cerebral venous thrombosis in the puerperium
O878,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,Other venous complications in the puerperium
O879,O85-O92,"Complications predominantly related to the puerperium
",O87,Venous complications in the puerperium,"Venous complication in the puerperium, unspecified"
O88,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Obstetric embolism
O880,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Obstetric air embolism
O881,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Amniotic fluid embolism
O882,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Obstetric blood-clot embolism
O883,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Obstetric pyaemic and septic embolism
O888,O85-O92,"Complications predominantly related to the puerperium
",O88,Obstetric embolism,Other obstetric embolism
O89,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Complications of anaesthesia during the puerperium
O890,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Pulmonary complications of anaesthesia during the puerperium
O891,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Cardiac complications of anaesthesia during the puerperium
O892,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Central nervous system complications of anaesthesia during the puerperium
O893,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Toxic reaction to local anaesthesia during the puerperium
O894,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Spinal and epidural anaesthesia-induced headache during the puerperium
O895,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Other complications of spinal and epidural anaesthesia during the puerperium
O896,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Failed or difficult intubation during the puerperium
O898,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,Other complications of anaesthesia during the puerperium
O899,O85-O92,"Complications predominantly related to the puerperium
",O89,Complications of anaesthesia during the puerperium,"Complication of anaesthesia during the puerperium, unspecified"
O90,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified","Complications of the puerperium, not elsewhere classified"
O900,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Disruption of Caesarean section wound
O901,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Disruption of perineal obstetric wound
O902,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Haematoma of obstetric wound
O903,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Cardiomyopathy in the puerperium
O904,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Postpartum acute renal failure
O905,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified",Postpartum thyroiditis
O908,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified","Other complications of the puerperium, not elsewhere classified"
O909,O85-O92,"Complications predominantly related to the puerperium
",O90,"Complications of the puerperium, not elsewhere classified","Complication of the puerperium, unspecified"
O91,O85-O92,"Complications predominantly related to the puerperium
",O91,Infections of breast associated with childbirth,Infections of breast associated with childbirth
O910,O85-O92,"Complications predominantly related to the puerperium
",O91,Infections of breast associated with childbirth,Infection of nipple associated with childbirth
O911,O85-O92,"Complications predominantly related to the puerperium
",O91,Infections of breast associated with childbirth,Abscess of breast associated with childbirth
O912,O85-O92,"Complications predominantly related to the puerperium
",O91,Infections of breast associated with childbirth,Nonpurulent mastitis associated with childbirth
O92,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Other disorders of breast and lactation associated with childbirth
O920,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Retracted nipple associated with childbirth
O921,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Cracked nipple associated with childbirth
O922,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Other and unspecified disorders of breast associated with childbirth
O923,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Agalactia
O924,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Hypogalactia
O925,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Suppressed lactation
O926,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Galactorrhoea
O927,O85-O92,"Complications predominantly related to the puerperium
",O92,Other disorders of breast and lactation associated with childbirth,Other and unspecified disorders of lactation
O95,O95-O99,"Other obstetric conditions, not elsewhere classified
",O95,Obstetric death of unspecified cause,Obstetric death of unspecified cause
O96,O95-O99,"Other obstetric conditions, not elsewhere classified
",O96,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,Death from any obstetric cause occurring more than 42 days but less than one year after delivery
O97,O95-O99,"Other obstetric conditions, not elsewhere classified
",O97,Death from sequelae of direct obstetric causes,Death from sequelae of direct obstetric causes
O98,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O980,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Tuberculosis complicating pregnancy, childbirth and the puerperium"
O981,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Syphilis complicating pregnancy, childbirth and the puerperium"
O982,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Gonorrhoea complicating pregnancy, childbirth and the puerperium"
O983,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium"
O984,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Viral hepatitis complicating pregnancy, childbirth and the puerperium"
O985,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other viral diseases complicating pregnancy, childbirth and the puerperium"
O986,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Protozoal diseases complicating pregnancy, childbirth and the puerperium"
O988,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"
O989,O95-O99,"Other obstetric conditions, not elsewhere classified
",O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium"
O99,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium"
O990,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Anaemia complicating pregnancy, childbirth and the puerperium"
O991,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"
O992,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"
O993,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"
O994,O95-O99,"Other obstetric conditions, not elsewhere classified
",O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"
